idx,doc_id,period,year,paragraph_idx,segment_idx,char_count,word_count,filter_score
321,medinskiy_2023,2012-2023,2023,811,0,182,24,3
322,medinskiy_2023,2012-2023,2023,812,0,116,19,6
323,medinskiy_2023,2012-2023,2023,813,0,119,17,3
324,medinskiy_2023,2012-2023,2023,814,0,158,20,3
325,medinskiy_2023,2012-2023,2023,819,0,115,16,4
326,medinskiy_2023,2012-2023,2023,820,0,184,27,2
327,medinskiy_2023,2012-2023,2023,841,0,274,37,4
328,medinskiy_2023,2012-2023,2023,881,0,171,22,3
329,medinskiy_2023,2012-2023,2023,889,0,116,18,3
330,medinskiy_2023,2012-2023,2023,919,0,129,18,3
331,medinskiy_2023,2012-2023,2023,920,0,142,18,3
332,medinskiy_2023,2012-2023,2023,921,0,195,25,3
333,medinskiy_2023,2012-2023,2023,929,0,117,17,3
334,medinskiy_2023,2012-2023,2023,931,0,137,21,3
335,medinskiy_2023,2012-2023,2023,1241,0,136,20,3
336,medinskiy_2023,2012-2023,2023,1278,0,235,32,3
337,medinskiy_2023,2012-2023,2023,1303,0,119,15,2
338,medinskiy_2023,2012-2023,2023,1432,0,164,19,2
339,medinskiy_2023,2012-2023,2023,1592,0,197,26,3
340,medinskiy_2023,2012-2023,2023,1704,0,184,25,6
341,medinskiy_2023,2012-2023,2023,1712,0,247,37,2
342,medinskiy_2023,2012-2023,2023,1715,0,196,26,4
343,medinskiy_2023,2012-2023,2023,1813,0,181,29,3
344,medinskiy_2023,2012-2023,2023,1875,0,137,25,3
345,medinskiy_2023,2012-2023,2023,1980,0,184,25,2
346,medinskiy_2023,2012-2023,2023,2986,0,99,16,2
347,medinskiy_2023,2012-2023,2023,2991,0,119,15,3
348,medinskiy_2023,2012-2023,2023,3018,0,182,25,6
349,medinskiy_2023,2012-2023,2023,3019,0,214,30,3
350,medinskiy_2023,2012-2023,2023,3020,0,110,15,2
351,medinskiy_2023,2012-2023,2023,3021,0,218,30,4
352,medinskiy_2023,2012-2023,2023,3035,0,242,35,3
353,medinskiy_2023,2012-2023,2023,3069,0,202,27,2
354,medinskiy_2023,2012-2023,2023,3070,0,107,15,3
355,medinskiy_2023,2012-2023,2023,3214,0,240,31,2
356,medinskiy_2023,2012-2023,2023,5786,0,154,20,3
357,medinskiy_2023,2012-2023,2023,5827,0,131,18,3
358,medinskiy_2023,2012-2023,2023,5929,0,210,29,2
359,medinskiy_2023,2012-2023,2023,5940,0,119,16,3
360,salfetnikov_2016,2012-2023,2016,9,1,170,17,3
361,salfetnikov_2016,2012-2023,2016,9,2,226,27,2
362,salfetnikov_2016,2012-2023,2016,27,0,422,51,6
363,salfetnikov_2016,2012-2023,2016,31,0,239,40,2
364,salfetnikov_2016,2012-2023,2016,38,4,182,31,3
365,salfetnikov_2016,2012-2023,2016,40,0,567,79,2
366,salfetnikov_2016,2012-2023,2016,40,2,277,37,3
367,salfetnikov_2016,2012-2023,2016,40,3,173,32,5
368,salfetnikov_2016,2012-2023,2016,42,0,151,23,3
369,salfetnikov_2016,2012-2023,2016,48,0,266,29,2
370,salfetnikov_2016,2012-2023,2016,54,0,223,32,4
371,salfetnikov_2016,2012-2023,2016,54,2,126,16,2
372,salfetnikov_2016,2012-2023,2016,57,0,163,17,2
373,salfetnikov_2016,2012-2023,2016,61,0,203,26,5
374,salfetnikov_2016,2012-2023,2016,66,0,312,37,3
375,salfetnikov_2016,2012-2023,2016,66,1,201,21,2
376,salfetnikov_2016,2012-2023,2016,93,0,159,22,3
377,salfetnikov_2016,2012-2023,2016,93,3,107,16,3
378,salfetnikov_2016,2012-2023,2016,100,0,282,43,3
379,salfetnikov_2016,2012-2023,2016,108,1,324,38,2
380,salfetnikov_2016,2012-2023,2016,165,1,655,103,3
381,salfetnikov_2016,2012-2023,2016,200,0,151,18,2
382,salfetnikov_2016,2012-2023,2016,275,1,188,28,2
383,salfetnikov_2016,2012-2023,2016,290,0,409,60,5
384,salfetnikov_2016,2012-2023,2016,290,1,258,44,4
385,salfetnikov_2016,2012-2023,2016,293,1,670,94,6
386,salfetnikov_2016,2012-2023,2016,296,3,232,33,2
387,salfetnikov_2016,2012-2023,2016,327,1,860,94,2
388,salfetnikov_2016,2012-2023,2016,328,1,662,74,3
389,salfetnikov_2016,2012-2023,2016,328,2,456,61,3
390,salfetnikov_2016,2012-2023,2016,332,4,133,23,3
391,zemtsov_2013,2012-2023,2013,70,0,334,46,2
392,zemtsov_2013,2012-2023,2013,569,1,454,58,2
393,zemtsov_2013,2012-2023,2013,689,0,600,89,2
394,zemtsov_2013,2012-2023,2013,719,0,568,69,2
395,zemtsov_2013,2012-2023,2013,785,0,514,78,2
396,zemtsov_2013,2012-2023,2013,879,2,103,16,2
397,zemtsov_2013,2012-2023,2013,1116,0,1076,159,4
398,zemtsov_2013,2012-2023,2013,1133,0,427,50,4
399,zemtsov_2013,2012-2023,2013,1137,0,326,49,2
400,zemtsov_2013,2012-2023,2013,1143,1,166,22,2
401,zemtsov_2013,2012-2023,2013,1199,1,422,57,2
402,zemtsov_2013,2012-2023,2013,1324,0,634,87,2
403,zemtsov_2013,2012-2023,2013,1338,1,258,28,2
404,zemtsov_2013,2012-2023,2013,1398,0,489,55,2
405,zemtsov_2013,2012-2023,2013,1432,0,712,94,2
406,zemtsov_2013,2012-2023,2013,1445,0,711,83,2
407,zemtsov_2013,2012-2023,2013,1446,1,459,64,2
408,zemtsov_2013,2012-2023,2013,1447,3,404,61,2
409,zemtsov_2013,2012-2023,2013,1448,0,517,77,2
410,zemtsov_2013,2012-2023,2013,1451,1,761,100,2
411,zemtsov_2013,2012-2023,2013,1455,0,265,38,2
412,zemtsov_2013,2012-2023,2013,1459,1,488,69,2
413,zemtsov_2013,2012-2023,2013,1459,2,504,78,4
414,zemtsov_2013,2012-2023,2013,1459,4,120,21,4
415,zemtsov_2013,2012-2023,2013,1462,0,347,44,2
416,zemtsov_2013,2012-2023,2013,1468,0,286,38,2
417,zemtsov_2013,2012-2023,2013,1469,0,623,83,2
418,zemtsov_2013,2012-2023,2013,1470,0,400,41,2
419,zemtsov_2013,2012-2023,2013,1483,3,140,22,2
420,zemtsov_2013,2012-2023,2013,1505,0,187,27,4
421,zemtsov_2013,2012-2023,2013,1526,0,356,50,2
422,zemtsov_2013,2012-2023,2013,1624,0,297,38,2
423,zemtsov_2013,2012-2023,2013,1672,0,348,44,2
424,zemtsov_2013,2012-2023,2013,1694,0,406,51,2
425,zemtsov_2013,2012-2023,2013,1696,1,114,18,2
426,zemtsov_2013,2012-2023,2013,1698,1,215,31,2
427,zemtsov_2013,2012-2023,2013,1725,0,383,50,2
428,zemtsov_2013,2012-2023,2013,1750,1,483,61,4
429,zemtsov_2013,2012-2023,2013,1828,0,425,58,2
430,zemtsov_2013,2012-2023,2013,1876,1,371,57,2
431,zemtsov_2013,2012-2023,2013,1882,0,471,56,2
432,zemtsov_2013,2012-2023,2013,1892,0,106,16,2
433,zemtsov_2013,2012-2023,2013,1918,0,675,90,2
434,zemtsov_2013,2012-2023,2013,1942,0,640,86,2
435,zemtsov_2013,2012-2023,2013,1943,0,961,124,3
436,zemtsov_2013,2012-2023,2013,1947,0,288,39,2
437,zemtsov_2013,2012-2023,2013,1959,0,414,56,4
438,zemtsov_2013,2012-2023,2013,1960,0,469,61,2
439,zemtsov_2013,2012-2023,2013,1964,0,403,55,3
440,zemtsov_2013,2012-2023,2013,2010,0,324,34,4
441,zemtsov_2013,2012-2023,2013,2011,0,593,85,2
442,zemtsov_2013,2012-2023,2013,2016,0,361,53,3
443,zemtsov_2013,2012-2023,2013,2016,1,443,59,8
444,zemtsov_2013,2012-2023,2013,2016,2,156,24,2
445,zemtsov_2013,2012-2023,2013,2050,0,462,76,4
446,zemtsov_2013,2012-2023,2013,2096,1,343,50,4
447,zemtsov_2013,2012-2023,2013,2096,4,224,26,2
448,zemtsov_2013,2012-2023,2013,2103,0,249,41,2
449,zemtsov_2013,2012-2023,2013,2106,0,288,39,2
450,zemtsov_2013,2012-2023,2013,2107,0,363,48,4
451,zemtsov_2013,2012-2023,2013,2107,1,136,18,2
452,zemtsov_2013,2012-2023,2013,2108,0,232,33,2
453,zemtsov_2013,2012-2023,2013,2109,0,208,24,2
454,zemtsov_2013,2012-2023,2013,2121,0,658,86,6
455,zemtsov_2013,2012-2023,2013,2122,0,269,36,3
456,zemtsov_2013,2012-2023,2013,2122,1,280,38,3
457,zemtsov_2013,2012-2023,2013,2139,0,385,55,3
458,zemtsov_2013,2012-2023,2013,2140,0,207,27,5
459,zemtsov_2013,2012-2023,2013,2140,1,186,28,5
460,zemtsov_2013,2012-2023,2013,2141,0,258,38,9
461,zemtsov_2013,2012-2023,2013,2141,1,186,28,3
462,zemtsov_2013,2012-2023,2013,2141,2,295,40,6
463,zemtsov_2013,2012-2023,2013,2141,3,240,30,3
464,zemtsov_2013,2012-2023,2013,2145,0,440,62,6
465,zemtsov_2013,2012-2023,2013,2149,0,177,25,4
466,zemtsov_2013,2012-2023,2013,2151,0,480,68,7
467,zemtsov_2013,2012-2023,2013,2156,0,308,40,3
