idx,doc_id,period,year,paragraph_idx,segment_idx,char_count,word_count,filter_score
133,kasimenko_1965,1954–1984,1965,1398,0,763,105,2
134,kasimenko_1965,1954–1984,1965,1399,0,350,42,2
135,kasimenko_1965,1954–1984,1965,1403,0,251,36,2
136,kasimenko_1965,1954–1984,1965,1417,0,911,103,2
137,kasimenko_1965,1954–1984,1965,1417,1,162,18,2
138,kasimenko_1965,1954–1984,1965,1422,0,463,56,3
139,kasimenko_1965,1954–1984,1965,1430,0,617,69,2
140,kasimenko_1965,1954–1984,1965,1437,0,440,57,2
141,kasimenko_1965,1954–1984,1965,1443,0,703,89,3
142,kasimenko_1965,1954–1984,1965,1460,0,315,41,2
143,kasimenko_1965,1954–1984,1965,1461,0,756,87,3
144,kasimenko_1965,1954–1984,1965,1462,0,325,42,4
145,kasimenko_1965,1954–1984,1965,1463,0,558,68,3
146,kasimenko_1965,1954–1984,1965,1474,0,726,88,2
147,kasimenko_1965,1954–1984,1965,1476,0,751,104,3
148,kasimenko_1965,1954–1984,1965,1493,0,820,99,6
149,kasimenko_1965,1954–1984,1965,1495,0,323,39,3
150,kasimenko_1965,1954–1984,1965,1580,0,611,78,2
151,kasimenko_1965,1954–1984,1965,1595,0,585,72,2
152,kasimenko_1965,1954–1984,1965,1622,1,280,42,2
153,kasimenko_1965,1954–1984,1965,1647,0,986,118,2
154,kasimenko_1965,1954–1984,1965,1648,0,926,114,2
155,kasimenko_1965,1954–1984,1965,1676,0,602,70,2
156,shemyakov_1982,1954–1984,1982,31,0,307,44,2
157,shemyakov_1982,1954–1984,1982,67,0,202,31,2
158,shemyakov_1982,1954–1984,1982,95,0,133,21,2
159,shemyakov_1982,1954–1984,1982,110,0,314,41,2
160,shemyakov_1982,1954–1984,1982,140,0,331,41,2
161,shemyakov_1982,1954–1984,1982,190,0,325,40,2
162,shemyakov_1982,1954–1984,1982,190,1,370,50,2
163,shemyakov_1982,1954–1984,1982,237,0,377,51,2
164,shemyakov_1982,1954–1984,1982,239,0,465,56,2
165,shemyakov_1982,1954–1984,1982,251,0,493,65,2
166,shemyakov_1982,1954–1984,1982,268,0,239,31,2
167,shemyakov_1982,1954–1984,1982,269,0,152,21,2
168,shemyakov_1982,1954–1984,1982,285,0,271,34,2
169,shemyakov_1982,1954–1984,1982,290,0,524,64,2
170,shemyakov_1982,1954–1984,1982,304,0,541,65,2
171,shemyakov_1982,1954–1984,1982,312,0,869,115,2
172,shemyakov_1982,1954–1984,1982,335,0,463,56,2
173,shemyakov_1982,1954–1984,1982,338,0,480,53,3
174,shemyakov_1982,1954–1984,1982,340,0,810,93,3
175,shemyakov_1982,1954–1984,1982,341,0,410,48,2
176,shemyakov_1982,1954–1984,1982,347,0,755,93,2
177,shemyakov_1982,1954–1984,1982,348,0,574,83,2
178,shemyakov_1982,1954–1984,1982,353,0,1478,185,2
179,shemyakov_1982,1954–1984,1982,356,0,531,70,2
180,shemyakov_1982,1954–1984,1982,369,0,448,54,3
181,shemyakov_1982,1954–1984,1982,384,0,365,49,2
182,shemyakov_1982,1954–1984,1982,408,0,305,40,2
183,shemyakov_1982,1954–1984,1982,425,1,550,68,2
184,shemyakov_1982,1954–1984,1982,431,1,490,70,2
185,shemyakov_1982,1954–1984,1982,471,0,734,91,4
186,shemyakov_1982,1954–1984,1982,555,0,276,44,4
187,shemyakov_1982,1954–1984,1982,590,0,562,76,4
188,shemyakov_1982,1954–1984,1982,605,0,195,27,3
189,shemyakov_1982,1954–1984,1982,609,0,775,104,3
190,shemyakov_1982,1954–1984,1982,614,0,737,81,2
191,shemyakov_1982,1954–1984,1982,622,0,745,89,3
192,shemyakov_1982,1954–1984,1982,631,0,769,98,2
193,shemyakov_1982,1954–1984,1982,642,0,524,67,3
194,shemyakov_1982,1954–1984,1982,649,0,240,36,2
195,shemyakov_1982,1954–1984,1982,660,0,457,58,3
196,shemyakov_1982,1954–1984,1982,708,0,512,74,2
197,shemyakov_1982,1954–1984,1982,711,0,393,54,2
198,shemyakov_1982,1954–1984,1982,787,0,266,29,2
199,turlugulov_1974,1954–1984,1974,170,0,226,31,2
200,turlugulov_1974,1954–1984,1974,172,0,292,46,2
201,turlugulov_1974,1954–1984,1974,173,2,619,87,2
202,turlugulov_1974,1954–1984,1974,225,0,229,36,2
203,turlugulov_1974,1954–1984,1974,245,0,230,32,2
204,turlugulov_1974,1954–1984,1974,280,0,634,93,2
